,English,Spanish
9611,"President Duisenberg even attempted to attribute the weakness, the entirely relative weakness of the euro in relation to the dollar to this state interventionism.","El Presidente Duisenberg ha intentado incluso atribuir la debilidad, que por otra parte ha sido relativa, del euro frente al dólar, a este intervencionismo estatal."
9612,"Mr President, Commissioner, the adoption of the WIPO agreements was a very positive step in the direction of the global information society.","Señor Presidente, señor Comisario, la firma de los Tratados de la OMPI significó un considerable paso positivo en el desarrollo global de la sociedad de la información."
9613,Is the Commission making an excessive effort while others are failing to cooperate?,¿Está la Comisión haciendo un esfuerzo excesivo mientras que los demás no están llevando a cabo su cooperación?
9614,"I would also like to express my concern - which is very considerable - at the statement by some Ministers at the last Ecofin that says that it should be a priority of the Portuguese Presidency not to alter, in any circumstances, the financial perspectives agreed in Berlin.","También quiero manifestar mi preocupación -que es muy honda- por la declaración de algunos ministros del último ECOFIN en la que se hace ver que se quiere poner como una prioridad de la Presidencia portuguesa el que no se alteren, bajo ningún concepto, las perspectivas financieras tal como fueron acordadas en Berlín."
9615,Some people have wondered whether our demands are too low or whether there should be more dialogue.,Algunas personas han dicho: ¿no estamos pidiendo y diciendo demasiado poco?
9616,The FPÖ party is established in Austria' s political landscape.,El FPÖ es un partido anclado en el paisaje político de Austria.
9617,"Parliament' s amendments would mainly improve opportunities for the media enterprises that are well established in the market to move their old, in excess of 80% market share to a new environment with rigid, excessive copyright regulations.","Las modificaciones propuestas por el Parlamento se limitarían a mejorar las posibilidades de las empresas de comunicación afincadas en los mercados para trasladar sus antiguas cuotas, superiores al 80 por ciento, a un nuevo marco a través de derechos de autor rígidos y dimensionados."
9618,The one thing it will not do is solve the problem - it is a massive sledgehammer to miss a nut.,Lo que no va a hacer es solucionar el problema - se trata de un martillo demasiado grande que no dará en el clavo.
9619,Gender-related aspects must feature prominently in all these goals.,En todos estos objetivos deberán jugar un papel importante los aspectos relacionados con el sexo.
9620,This is what the Commission will be judged on.,Por ello se juzgará a la Comisión.
9621,"Madam President, on behalf of the Group of the European Liberal, Democrat and Reform Party, I must express my surprise at this debate on the international movement of capital and its possible taxation which, although it does not mention it in the text, appears to be an attempt to revive, as the introduction has done, the issue of the tax proposed some years ago by Mr Tobin, which our Group opposed, clearly and totally, during the last legislature, with a series of arguments clearly and coherently expressed by our President, Mr Cox.","Señora Presidenta, Señorías, en nombre del Grupo del Partido Europeo de los Liberales, Demócratas y Reformistas, debo manifestar mi sorpresa ante el debate que ahora nos ocupa en relación con los flujos internacionales de capital y de su posible imposición fiscal que, aunque no se menciona en el texto, parece un intento de resucitar, como se ha hecho en la introducción, el tema del impuesto propuesto hace unos años por el Sr. Tobin, al cual se opuso nuestro Grupo, de manera clara y rotunda, en la legislatura pasada con una serie de argumentos expuestos con claridad y coherencia por nuestro presidente, el Sr. Cox."
9622,"I think it will be obvious to everyone that the events in Helsinki at the end of last year and the new era in relations between the European Union and Turkey have created a new backdrop, at Community level, which we cannot ignore when it comes to relations between the two Cypriot communities.","Considero que lo ocurrido en Helsinki al final del año pasado y el nuevo ambiente que se vive en el marco, en particular, de la relación entre la Unión Europea y Turquía refleja -resulta patente para todos- un telón de fondo en el plano comunitario al que no puede dejar de ser sensible también el propio marco de relación entre las dos comunidades, en el ámbito de Chipre."
