,English,German
9210,"Subject: Community EQUAL initiative On 13 October 1999, the Commission adopted the Community's EQUAL initiative, the aim of which is transnational cooperation to find and develop new means of combating discrimination and inequalities in the labour market with the focus on asylum-seekers.","Betrifft: Gemeinschaftsinitiative EQUAL Am 13.10.1999 verabschiedete die Kommission die Gemeinschaftsinitiative EQUAL, deren Ziel die grenzüberschreitende Zusammenarbeit ist, um neue Wege zur Bekämpfung der Diskriminierungen und Ungleichheiten auf dem Arbeitsmarkt, insbesondere im Zusammenhang mit den Asylbewerbern, zu finden und zu entwickeln."
9211,This is a classic example of how the partnership concept operates and such schemes must be supported in its broadest remit.,"Dies ist ein klassisches Beispiel dafür, wie das Partnerschaftskonzept in der Praxis funktioniert. Derartige Programme verdienen umfassende Unterstützung."
9212,"I hope that in his pursuit of dialogue around the regions of Europe, Commissioner Barnier will expand upon that thought and learn from what he hears.","Ich hoffe, daß Kommissionsmitglied Barnier auf seiner Dialogreise durch die europäischen Regionen diesen Gedanken näher erläutern und selbst genau hinhören und Lehren ziehen wird."
9213,It is the manufacturer who has to provide the infrastructure and provide a reasonable part of the cost of disposal.,Der Hersteller hat die entsprechende Infrastruktur bereitzustellen und einen angemessenen Teil der Entsorgungskosten zu tragen.
9214,"Madam President, my group was one of those which wanted to have a document allowing an exchange of views on the Commission' s strategic objectives within the group before this debate, instead of being reduced to an on-the-spot reaction in plenary.","Frau Präsidentin, meine Fraktion gehörte zu denen, die den Wunsch hatten, ein Dokument in die Hand zu bekommen, weil wir uns bereits vor dieser Aussprache untereinander über die strategischen Ziele der Kommission austauschen wollten, um nicht auf eine einfache unmittelbare Reaktion auf eine Rede im Plenum beschränkt zu sein."
9215,I would also like to recognise the reasonable and flexible action of the Council.,Auch möchte ich die vernünftige und flexible Haltung des Rates loben.
9216,"The President-in-Office of the Council came up with a good suggestion, namely to budget the European Development Fund.","Vom Ratspräsidenten kam der gute Vorschlag, den europäischen Entwicklungsfonds in den Haushaltsplan einzubeziehen."
9217,What we have seen is that war affects the environment in the long term and is dangerous.,"Wir wissen, daß sich Kriege langfristig auf die Umwelt auswirken und gefährlich sind."
9218,We should therefore direct more attention to monitoring and conflict prevention as a matter of urgency.,Es muß daher unbedingt weitaus mehr Aufmerksamkeit auf Monitoring und Konfliktprävention verwendet werden.
9219,"But in the Middle East, there can be no stable and lasting peace if the Palestinians do not have their own state, if they cannot move freely within their own territory.","Im Nahen Osten wird es allerdings keinen stabilen und dauerhaften Frieden geben können, wenn die Palästinenser keinen eigenen Staat haben und wenn sie sich innerhalb ihres Hoheitsgebiets nicht frei bewegen können."
9220,"Firstly, we need to make the EU' s development policy more effective.","Zum ersten geht es darum, die Effizienz ihrer Entwicklungspolitik zu erhöhen."
9221,"The Commission report confirms that, with the exception of Germany, state aid to businesses is increasing.","Der Bericht der Kommission bestätigt, daß abgesehen von Deutschland die staatlichen Beihilfen für Unternehmen zunehmen."
9222,"However, it was withdrawn from the Committee on Budgets last night without being discussed or voted on.",Der Bericht wurde gestern abend jedoch vom Haushaltsausschuß weder beraten noch wurde darüber abgestimmt.
9223,"It is the world of the EU that the citizens are interested in, this is the one that counts in their eyes.","Den Bürger interessiert die EU-Welt, die ist für ihn gültig."
9224,"After investigating these complaints between 1998 and the beginning of 1999 - during which time the project did not receive support from the Structural Funds - the Commission became convinced, in the summer of 1999, that the relevant protection criteria had been observed during the building of the harbour.","Nach der Prüfung dieser Klagen 1998 sowie Anfang des vergangenen Jahres - das Projekt erhielt während dieser Zeit keine Mittel aus den Strukturfonds - gelangte die Kommission im Sommer 1999 zu der Auffassung, daß beim Bau des Hafens die geltenden Schutzbestimmungen beachtet worden waren."
9225,These are my three questions.,Das sind meine drei Fragen.
9226,I just want to point to one issue which in my view is not considered in the report and which raises a major problem in relation to Macedonia and the effectiveness of EU financial and other support.,"Ich will lediglich auf eine Frage hinweisen, die in dem Bericht meiner Meinung nach fehlt und die für Mazedonien und für die Effektivität der finanziellen und anderen Unterstützung der EU ein großes Problem darstellt."
9227,"It will be easier to take account of the developing countries' very diverse problems, and EU aid could be prepared and implemented in a more targeted manner if, as the report makes quite clear, we take the urgently needed step of optimising our working methods, by introducing the proposed regional assemblies.","Die in dem Bericht deutlich herausgearbeitete und dringend erforderliche zukünftige Optimierung der Arbeitsmethoden ermöglicht insbesondere durch die angedachten Regionaltagungen ein besseres Eingehen auf die besonderen unterschiedlichen Probleme der Entwicklungsländer, für die die Hilfe der EU gezielter vorbereitet und dann realisiert werden kann."
9228,"I have to inform you, Commissioner, that both the report of the Wise Men and that of Mr van Hulten will become gauges for our group, gauges which should make it clear to us whether we can have confidence in the Prodi Commission or not.","Nichtsdestotrotz muß ich Ihnen, Herr Kommissar, mitteilen, daß unsere Fraktion sowohl den Bericht Unabhängiger Sachverständiger als auch den Bericht von Herrn van Hulten als Meßlatte nehmen wird, eine Meßlatte, an der wir ablesen werden, ob wir der Kommission Prodi mißtrauen müssen oder ihr Vertrauen entgegenbringen können."
9229,"I would also say in relation to the questions surrounding labelling that this is a complex issue. It is being addressed and will be addressed in a comprehensive way, particularly in Directive 90/220.","Zu den Fragen im Zusammenhang mit der Etikettierung möchte ich feststellen, daß dies ein kompliziertes Problem ist, das zur Zeit und auch künftig umfassend behandelt wird, und zwar insbesondere im Rahmen von Richtlinie 90/220."
9230,"On the other hand, the new Austrian Government' s programme reaffirms its commitment to defend democracy and human rights.",Andererseits bekräftigt die neue Regierung Österreichs in ihrem Programm ihr Engagement für die Verteidigung der Demokratie und der Menschenrechte.
9231,"As you know, it is up to each State to redistribute part of the total appropriation.","Wir wissen, daß es den jeweiligen Staaten obliegt, einen Teil der Mittel selbst zu verteilen."
9232,Indeed that is something extremely useful that we could have done in Russia throughout the 1990s to prevent the disintegration of that state.,"Im übrigen wäre es sehr hilfreich gewesen, wenn wir dies in den 90er Jahren in Rußland gemacht hätten, um die Auflösung dieses Staats zu verhindern."
9233,I welcome the continuation of INTERREG and the priority which it has been accorded.,Ich begrüße die Fortführung und prioritäre Stellung von INTERREG.
9234,"In my view, that is the most important issue this Intergovernmental Conference has to concentrate its energies on.","Ich glaube, darauf sollten sich die Anstrengungen dieser Regierungskonferenz besonders konzentrieren."
9235,"It represents the possibility of sustaining a European identity in the twenty-first century, an identity which eschews the echoes of division, of war, of poverty, of opportunity, of poverty dans la realité.","Es steht für die Möglichkeit, die europäische Identität im einundzwanzigsten Jahrhundert zu bewahren, eine Identität, fern der Nachwirkungen von Teilung, Krieges, Armut, Opportunität, Armut dans la realité."
9236,"If I may make a suggestion, Commissioner Barnier, would it be possible for the communication to say something more on this subject, in addition to the straightforward and slightly clinical phrase which indicates that it will be carried out in conjunction with the European Parliament?","Mit Verlaub, Herr Kommissar Barnier, könnte hierzu im Text der Mitteilung etwas mehr gesagt werden als der schlichte, ein bißchen nüchterne Satz ""elle sera conduite en liaison avec le Parlement européen"" ?"
9237,"In any case, the authoritative version is always, of course, the original language version.",Im Zweifelsfalle gilt natürlich immer die Originalfassung.
9238,Procedure without debate:,Verfahren ohne Aussprache:
9239,I would ask you once again to work on this.,"Ich darf Sie nochmals bitten, sich dieser Sache anzunehmen."
9240,". (FR) The current difficulties faced by our social security systems derive mainly from a shortage of income as the result of unemployment, poverty and an ageing population rather than from excessive spending.","Die derzeitigen Schwierigkeiten innerhalb unserer sozialen Schutzsysteme sind in erster Linie die Folge des Einnahmedefizits aufgrund von Arbeitslosigkeit, Armut und Überalterung der Bevölkerung und nicht aufgrund überhöhter Ausgaben."
