,English,Dutch
9165,Langen Report (A5-0073/1999),Verslag-Langen (A5-0073/1999)
9166,Vulnerable people find themselves hardest hit.,Kwetsbare mensen zitten in de hoek waar de klappen vallen.
9167,In essence this means applying the principle of subsidiarity.,Algemeen gezegd wilt u het subsidiariteitsprincipe toepassen.
9168,"So I must say quite plainly that anyone who tries to tie the agreement with Macedonia to resolving the issue of the country' s name, as he does, will not only find Macedonia itself against him but all the other EU Member States too.","Ik moet heel duidelijk zeggen dat degene die probeert om de overeenkomst met Macedonië afhankelijk te maken van een voor hem bevredigende benaming van dat land, niet alleen Macedonië, maar tevens alle andere lidstaten van de Europese Unie tegenover zich vindt."
9169,"The working document prepared by the Court itself contains alarming information. For this reason, the draft reform, which has been drawn up by the rapporteur, Vice-President Marinho, is to be welcomed.","In het werkdocument van het Gerecht van eerste aanleg staan alarmerende gegevens, in het licht waarvan de hervormingsplannen uit het verslag van de heer Marinho welkom zouden zijn."
9170,"We believe in 'one man, one vote' more than 'one share, one vote' .","Ons gaat het om: ""Één mens, één stem"" in plaats van om ""één aandeel, één stem""."
9171,"The essential criterion is the rights of citizens with regard to the European institutions, as contained in the European project enshrined in the Treaties of the European Union.","Het voornaamste criterium zijn volgens mij de rechten van de burger ten opzichte van de Europese instellingen, dat wil zeggen, de rechten van de burger die voortvloeien uit het project Europa dat in de Verdragen van de Unie vervat is."
9172,I am therefore in favour of the Commission delegating the practical details and implementation of measures to the Member States and regions.,Ik stem er daarom graag mee in dat de Commissie de praktische uitwerking en de uitvoering van maatregelen aan de lidstaten en regio's gaat overlaten.
9173,"That modernisation came to be particularly necessary for five reasons. Firstly, the authorisation system; secondly, decentralised application; thirdly, procedural rules; fourthly, judicial application; and fifthly and finally, excessive red tape.","In de eerste plaats, het machtigingssysteem; op de tweede plaats, de decentrale toepassing; in de derde plaats, de procedureregels; in de vierde plaats, de gerechtelijke toepassing, en in de vijfde en laatste plaats, het overmatig formalisme."
9174,"In the stance that we took at Seattle, why such a silence on the EU' s failure to implement the trade concessions for developing countries already agreed in the GATT, including for the crucial textile sector?",Waarom werd er in het door ons in Seattle ingenomen standpunt gezwegen over het falen van de EU bij het toepassen van de handelsconcessies voor ontwikkelingslanden - ook voor de zo belangrijke textielsector - waarover al in de GATT overeenstemming was bereikt?
9175,The citizens demand rapid and open access to the institutions and call for EU provisions to be comprehensible to them.,De burger eist een snelle en open toegang tot de instellingen en begrijpelijke regels.
9176,"As for the argument that this initiative would increase uncertainty, very short-term capital movements are specifically intended to play on uncertainty and to bet on changes between currencies or various short-term financial assets.","Er wordt beweerd dat dit initiatief de onzekerheid juist kan vergroten, maar dit argument lijkt me niet steekhoudend. Bij de kapitaalbewegingen op zeer korte termijn wordt er juist gegokt op de onzekerheid en op ontwikkelingen tussen valuta of verschillende financiële kortetermijnactiva."
9177,Mrs Wallström has the floor on behalf of the Commission.,Ik geef het woord aan commissaris Wallström.
9178,"Subject: Commission's plans for presentation of a new social action programme It is important that the Commission present as soon as possible a new social action programme, setting out a specific plan with a timetable for implementation for both the legislative work in the area of social security and initiatives for framework agreements in the context of the 'social dialogue'.",Betreft: Plannen van de Commissie inzake de presentatie van een nieuw sociaal actieprogramma Het is zaak dat de Commissie zo snel mogelijk een nieuw sociaal actieprogramma presenteert waarin zij een concreet plan met een tijdschema voor de uitvoering voorlegt voor zowel de wetgevingswerkzaamheden op het gebied van de sociale zekerheid als initiatieven voor kaderovereenkomsten in het kader van de sociale dialoog.
9179,"You say that you will not hesitate to come to this House to request more resources for the Commission, but the Commission must be aware that we are walking on thin financial ice.","U zegt dat u niet zal aarzelen om aan dit Parlement extra middelen voor de Commissie te vragen maar de Commissie moet wel goed voor ogen houden hoe snel wij financieel gezien, aan het einde van ons Latijn zijn."
9180,Might Mr Kinnock be able to throw some light on the matter this evening?,Zou de heer Kinnock vanavond misschien al een tipje van de sluier kunnen oplichten?
9181,They want answers.,Zij willen een antwoord.
9182,It is therefore a time for solidarity and cooperation between Member States in the face of an ecological and economic calamity.,Momenteel is het nog aan de lidstaten om solidariteit en samenwerking aan de dag te leggen in de nadagen van deze ramp voor milieu en economie.
9183,We can only say yes or no to the agreement as it stands.,"Wij kunnen het verdrag zoals het op tafel ligt, alleen aanvaarden of verwerpen."
9184,"Madam President, Mr President of the Commission, I have read and re-read the Commission' s document setting out the strategic objectives for its term in office.","Mevrouw de Voorzitter, Mijnheer de voorzitter van de Commissie, dames en heren, ik heb het document van de Commissie met betrekking tot de strategische doelstellingen voor deze ambtstermijn herhaalde malen gelezen."
9185,"As has always been the case, there are offences that transcend European offences, as it were, or at least there is the potential for them to do so, and these might include money-laundering, receiving stolen goods, and forming a criminal organisation.","Het gaat nog steeds om delicten die boven de Europese delicten uitgaan of dat tenminste kunnen doen, zoals witwaspraktijken, heling, de oprichting van een criminele organisatie."
9186,This principle means that the Commission must act within the limits laid down by the Treaties and it is in this context that the statement of 1 February was made.,"Dit principe dwingt de Commissie tot optreden, maar dan wel binnen de grenzen van de Verdragen. De verklaring van 1 februari moet dan ook binnen deze context worden gezien."
9187,"It must also cooperate with the Member States in order to improve the quality of data in good time, which is to say in time for the ninth report.","Verder moet zij samenwerken met de lidstaten om de kwaliteit van de gegevens tijdig te verbeteren, dat wil zeggen, voor het negende overzicht verschijnt."
